"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"CEN09LA113","ACC","73174","2008-12-30T13:55:00Z","Houston","Texas","United States",,"N555CX","03-021-E24","false","Aviation","DirectorBrief","2009-05-06T04:00:00Z",,"None","0","0","0","0","0","The loss of engine power during a hover landing which resulted in a hard landing.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - (general) - Failure",,"30.056943","-95.551665999999997","COTTON GALEN M","HELICYCLE","HELI","DWH","David Wayne Hooks Memorial","true","1","TS",,"PERS","091","Substantial","VMC","COTTON GALEN M","Maneuvering","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73174/pdf"
"ERA09LA114","ACC","73165","2008-12-29T14:00:00Z","Owensboro","Kentucky","United States",,"N360AS","977-320-817-SFB","false","Aviation","DirectorBrief","2009-03-23T04:00:00Z",,"None","0","0","0","0","0","The loss of engine power due to fuel starvation. Contributing to the accident was the failure of the fuel selector valve cotter pin and the inoperative main (center) fuel tank gauge.","Aircraft - Aircraft systems - Fuel system - Fuel selector/shutoff valve - Malfunction, Aircraft - Aircraft systems - Fuel system - Fuel quantity indicator - Failure, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome",,"37.660556","-87.256941999999995","JOHNSON BARRON T","LANCAIR 360","AIR",,,"true","1","REC",,"PERS","091","Substantial","VMC","Charles  M. Sublett","Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73165/pdf"
"CEN09CA208","ACC","73486","2008-12-29T12:45:00Z","Valparaiso","Indiana","United States",,"N3331R","28-5661","false","Aviation","DirectorBrief","2010-10-21T04:00:00Z","2010-07-09T18:00:00Z","None","0","0","0","0","0","The pilot's improper flare during landing, resulting in a bounced landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation",,"41.453887000000002","-87.006941999999995","PIPER","PA-28-180","AIR","VPZ","Porter County Municipal Airpor","false","1","REC",,"PERS","091","Substantial","VMC","John L. Deaner","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=73486","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73486/pdf"
"ERA09CA112","ACC","73156","2008-12-29T11:00:00Z","Bayport","New York","United States",,"N307MM","71530","false","Aviation","DirectorBrief","2009-03-23T04:00:00Z",,"None","0","0","0","0","0","The pilot's failure to stop the airplane within the available runway after touchdown. Contributing to the accident were the failure of the flap system as reported by the pilot and the damp grass.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Aircraft - Aircraft systems - Flight control system - TE flap control system - Failure, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Wet surface - Effect on operation",,"40.758335000000002","-73.053611000000004","Michael Muratore","Vans","AIR","23N","Bayport Aerodrome","true","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73156/pdf"
"CEN09LA107","ACC","73150","2008-12-28T17:07:00Z","Palenstine","Texas","United States",,"N8212F","15064312","false","Aviation","DirectorBrief","2009-05-12T04:00:00Z",,"Serious","0","2","0","2","0","The failure of the pilot to ensure security of the cockpit switches before rotating the propeller.","Aircraft - Aircraft systems - (general) - (general) - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - (general) - Pilot, Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Unintentional use/operation",,"31.750104","-95.640388000000002","CESSNA","150F","AIR","PSN","Palestine Municipal Airport","false","1","REC",,"PERS","091","Substantial","VMC","FIELDEN VIRGIL A","Standing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73150/pdf"
"ANC09CA016","ACC","73164","2008-12-28T15:30:00Z","Girdwood","Alaska","United States",,"N453SP","172S8297","false","Aviation","DirectorBrief","2011-10-07T04:00:00Z",,"None","0","0","0","0","0","The flight instructor's lack of action to correct a high and fast landing approach which resulted in a long landing, and subsequent collision with a snow berm at the end of the runway. Contributing to the accident was the student pilot's improper approach.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Incorrect use/operation, Personnel issues - Action/decision - Action - Lack of action - Instructor/check pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Contributed to outcome, Personnel issues - Action/decision - Action - Incorrect action sequence - Student/instructed pilot",,"60.96611","-149.12583900000001","CESSNA","172S","AIR","AQY","Girdwood","false","1","REC",,"INST","091","Substantial","VMC","U.S. Air Force","Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73164/pdf"
"ERA09CA129","ACC","73194","2008-12-28T09:50:00Z","Grant","Florida","United States",,"N6068E","4332","false","Aviation","DirectorBrief","2009-03-23T04:00:00Z",,"None","0","0","0","0","0","The pilot's failure to maintain clearance from the wire.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Wire - Response/compensation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"27.905555","-80.517775999999998","Buckeye","Dream Machine","PPAR","X59","Valkaria Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Maneuvering","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73194/pdf"
"CEN09LA105","ACC","73145","2008-12-28T09:30:00Z","Santo Domingo Pueblo","New Mexico","United States",,"N3064M","28R-7803162","false","Aviation","DirectorBrief","2010-04-22T04:00:00Z","2010-02-03T19:18:00Z","None","0","0","0","0","0","A loss of engine power due a loss of oil pressure resulting in heat distress and mechanical failure of the engine. The reason for the loss of oil pressure was not determined.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip engine power section - Failure, Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng oil sys - Failure, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Environmental issues - Physical environment - Object/animal/substance - Fence/fence post - Contributed to outcome",,"35.504722000000001","-106.359725","PIPER","PA-28R-201","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=73145","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73145/pdf"
"WPR09FA068","ACC","73144","2008-12-28T08:00:00Z","Seattle","Washington","United States",,"N585NW, N397DA","32985, 30537","false","Aviation","DirectorBrief","2009-08-13T04:00:00Z","2009-06-05T20:51:00Z","None","0","0","0","0","0","The failure of the tug operator and wing walker of this airplane to maintain clearance with the other aircraft during the pushback process in dark night. Also causal was the ramp controller's misinterpretation of the other airplane's gate location and her improper clearance for both airplanes to simultaneously push back from nearly opposing gates.","Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Ground crew, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on operation, Personnel issues - Task performance - Communication (personnel) - (general) - Airport personnel",,"47.449722000000001","-122.311668","BOEING, BOEING","757-351, 737-832","AIR, AIR","SEA","Seattle-Tacoma Int. Airport","false, false","2, 2","TF, TF","SCHD, SCHD",,"121, 121","Substantial, Substantial","VMC","NORTHWEST AIRLINES INC, DELTA AIR LINES INC","Pushback/Tow","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=73144","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73144/pdf"
"ERA09LA109","ACC","73142","2008-12-27T18:39:00Z","Live Oak","Florida","United States",,"N616PM","374","false","Aviation","DirectorBrief","2009-11-09T05:00:00Z","2009-09-21T19:36:00Z","None","0","0","0","0","0","A partial loss of engine power for undetermined reasons.","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"30.101388","-83.081389999999999","MICHEL PAUL JOHN","Murphy Rebel","AIR","9FL0","Suwannee Belle Airport","true","1","REC",,"PERS","091","Substantial","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=73142","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73142/pdf"
"WPR09IA070","INC","73158","2008-12-27T16:50:00Z","Kamuela","Hawaii","United States",,"N902AF","900-00023","false","Aviation","DirectorBrief","2009-12-29T05:00:00Z","2009-10-23T17:41:00Z","None","0","0","0","0","0","The separation of the endplate bolts for undetermined reasons, resulting in an in-flight separation of the right endplate. Contributing to the accident was the manufacturer's failure to provide sufficient guidance for endplate bolt installation.","Aircraft - Aircraft structures - Empennage structure - Vertical stab attach fitting - Failure, Organizational issues - Development - Manufacture/production - Document/info production - Manufacturer",,"19.738610999999999","-156.04556199999999","MD HELICOPTER","MD 900","HELI",,"Hapuna Heliport","false","2","TS",,"POSI","091","Minor","VMC","VULCAN AIRCRAFT INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=73158","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73158/pdf"
"ERA09CA110","ACC","73152","2008-12-27T16:30:00Z","Morristown","New Jersey","United States",,"N178AF","17281177","false","Aviation","DirectorBrief","2009-03-23T04:00:00Z",,"None","0","0","0","0","0","The flight instructor's failure to execute a missed approach when insufficient runway remained for landing. Contributing to the accident were the low ceiling and visibility conditions.","Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low ceiling - Decision related to condition, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low visibility - Decision related to condition, Personnel issues - Action/decision - Action - Incorrect action selection - Pilot",,"40.799446000000003","-74.414717999999993","CESSNA","172R","AIR","MMU","Morristown Municipal","false","1","REC",,"INST","091","Substantial","IMC","American Flyers","Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73152/pdf"
"ERA09LA108","ACC","73141","2008-12-27T16:21:00Z","Fort Myers","Florida","United States",,"N7765N","BA-413","false","Aviation","DirectorBrief","2010-08-12T04:00:00Z","2010-06-10T20:02:00Z","Serious","0","1","0","1","0","The failure of the right propeller to go to the feathered position for undetermined reasons following a total loss of right engine power during initial climb due to fuel starvation as a result of the pilot's improper fuel planning.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Aircraft - Aircraft propeller/rotor - Propeller system - Propeller feather/reversing - Failure, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot",,"26.540555000000001","-81.726669000000001","BEECH","E18S","AIR","RSW","Southwest Florida Internationa","false","2","REC",,"POSI","091","Substantial","VMC","NORTH AMERICAN LEASING LLC","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=73141","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73141/pdf"
"WPR09CA067","ACC","73143","2008-12-27T13:30:00Z","Rock Springs","Wyoming","United States",,"N890FE","208B0219","false","Aviation","DirectorBrief","2009-04-15T04:00:00Z",,"None","0","0","0","0","0","The pilot's failure to maintain control of the airplane while taxiing. Contributing to the accident were the gusty winds.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Response/compensation, Environmental issues - Physical environment - Terrain - Rough terrain - Not specified",,"41.594164999999997","-109.06500200000001","CESSNA","208B","AIR","KRKS","Rock Springs-Sweetwater County","false","1","TP","NSCH","UNK","135","Substantial","VMC","Corporate Air","Taxi","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73143/pdf"
"CEN09LA106","ACC","73148","2008-12-27T00:40:00Z","Kansas City","Missouri","United States",,"N871RW","17000140","false","Aviation","DirectorBrief","2009-02-25T05:00:00Z",,"Serious","0","1","0","1","0","An in-flight encounter with turbulence, which resulted in a serious injury to a flight attendant.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel",,"39.270805000000003","-94.729667000000006","EMBRAER","ERJ 170-10","AIR","KMCI","Kansas City International","false","2","TF","SCHD",,"121","None","VMC","REPUBLIC AIRLINE INC","Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73148/pdf"
"CEN09CA104","ACC","73140","2008-12-26T12:50:00Z","Edgewood","New Mexico","United States",,"N1216X","2619","false","Aviation","DirectorBrief","2009-06-11T04:00:00Z",,"None","0","0","0","0","0","A total loss of engine power while at cruise altitude for undetermined reasons.","Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Not specified, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome",,"35.017501000000003","-106.271385","MOONEY","M20C","AIR","1N1","Sandia Airpark","false","1","REC",,"PERS","091","Substantial","IMC",,"Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73140/pdf"
"DCA09FA022","ACC","73154","2008-12-26T09:59:00Z","Los Angeles Intl Airport","California","United States",,"N9617R","53564","false","Aviation","DirectorBrief","2014-11-25T05:00:00Z","2014-11-21T20:46:00Z","None","0","0","0","0","0","The first officer's unannounced advancement of the left engine throttle, which led to a sustained application of high thrust that caused the airplane to impact the tug.","Personnel issues - Action/decision - Action - (general) - Copilot",,"33.949770999999998","-118.399665","MCDONNELL DOUGLAS","DC-9-83","AIR","LAX","Los Angeles Intl Airport","false","2","TF","SCHD",,"121","Substantial","VMC","AMERICAN AIRLINES INC","Pushback/Tow","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=73154","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73154/pdf"
"ERA09LA106","ACC","73136","2008-12-25T16:00:00Z","Wadesboro","North Carolina","United States",,"N675RV","71675","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2009-12-29T15:25:00Z","Fatal","1","1","0","2","0","The pilot's failure to maintain adequate airspeed while on approach for a precautionary landing, which resulted in an aerodynamic stall.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained",,"35.029167000000001","-80.083053000000007","Reamer","RV7A","AIR","AFP","Anson County","true","1","REC",,"PERS","091","Substantial","VMC","Steven P Reamer","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=73136","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73136/pdf"
"ERA09LA107","ACC","73137","2008-12-25T15:50:00Z","Salters","South Carolina","United States",,"N75EW","1957","false","Aviation","DirectorBrief","2009-05-12T04:00:00Z",,"Minor","0","0","2","2","0","A hard landing following an autorotation that resulted from the separation of the red main rotor blade cap that led to the uncontrolled movement of the cyclic, autorotation and a hard landing.","Aircraft - Aircraft propeller/rotor - Main rotor system - (general) - Failure, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Maximum weight - Capability exceeded, Aircraft - Aircraft handling/service - Maintenance/inspections - Scheduled maint checks - Not inspected",,"33.502223000000001","-79.942497000000003","MOORE DAVID","DM-1","HELI",,,"true","1","REC",,"PERS","091","Substantial","VMC",,"Maneuvering","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73137/pdf"
"CEN09CA102","ACC","73138","2008-12-24T15:00:00Z","Batesville","Arkansas","United States",,"N8775R","TC-1782","false","Aviation","DirectorBrief","2009-01-22T05:00:00Z",,"Serious","0","1","1","2","0","The pilot's improper decision to land with a tailwind which resulted in the overrun landing.  Factors contributing to the accident include the culvert and the tailwind.","Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Decision related to condition, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Object/animal/substance - (general) - Contributed to outcome",,"35.726112000000001","-91.647223999999994","BEECH","95-B55","AIR","BVX","Batesville Regional Airport","false","2","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73138/pdf"
"CEN09CA112","ACC","73172","2008-12-24T14:15:00Z","Highmore","South Dakota","United States",,"N89418","8450","false","Aviation","DirectorBrief","2009-06-11T04:00:00Z",,"None","0","0","0","0","0","The pilot's failure to maintain directional control during the flare while landing in deep snow.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Terrain - Snowy/icy terrain - Effect on operation",,"44.411665999999997","-99.353057000000007","CESSNA","140","AIR","PVT","Quirk Field (Private)","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73172/pdf"
"WPR09IA065","INC","73133","2008-12-24T08:00:00Z","Seattle","Washington","United States",,"N516AS","39044","false","Aviation","DirectorBrief","2009-12-15T05:00:00Z","2009-09-25T21:55:00Z","None","0","0","0","0","0","The failure of the deicing crew to follow company procedures by not receiving confirmation from the flight crew before beginning to deice the airplane.","Personnel issues - Task performance - Communication (personnel) - Lack of communication - Ground crew, Organizational issues - Management - Policy/procedure - (general) - Operator, Aircraft - Aircraft handling/service - (general) - (general) - Incorrect use/operation",,"47.449722000000001","-122.311668","BOEING","737-890","AIR","SEA","Seattle-Tacoma International","false","2","TJ","SCHD",,"121","None","IMC","Alaska Airlines","Pushback/Tow","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=73133","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73133/pdf"
"CEN09CA101","ACC","73135","2008-12-23T18:45:00Z","Santa Fe","New Mexico","United States",,"N732DK","21061432","false","Aviation","DirectorBrief","2009-02-25T05:00:00Z",,"None","0","0","0","0","0","The pilot's decision to land in gusty crosswinds, leading to his inability to maintain directional control. Contributing to the accident were the crosswinds.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Crosswind correction - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Decision related to condition, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation",,"35.616942999999999","-106.086944","CESSNA","T210L","AIR","SAF","Santa Fe Municipal Airport","false","1","REC",,"PERS","091","Substantial","VMC","JOCHEN Haber","Landing","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/73135/pdf"
