"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"CEN10LA083","ACC","75206","2009-12-25T10:30:00Z","Santa Fe","New Mexico","United States",,"N8828A","D-2373","false","Aviation","DirectorBrief","2011-01-07T05:00:00Z","2010-10-26T16:12:00Z","None","0","0","0","0","0","An engine overpressure condition that resulted in oil getting on the exhaust and producing smoke which entered the cockpit. Contributing to the accident was the pilot's obscured vision due to smoke.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng oil sys - Not specified, Environmental issues - Task environment - Physical workspace - Visibility - Effect on personnel",,"35.617221000000001","-106.08944700000001","BEECH","B35","AIR","KSAF","Santa Fe Municipal Airport","false","1","REC",,"PERS","091","Substantial","VMC","CHERWINK DAVID LEE DBA","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75206","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75206/pdf"
"ERA10FA099","ACC","75197","2009-12-24T23:00:00Z","Heflin","Alabama","United States",,"N1277T","28-7225446","false","Aviation","DirectorBrief","2011-01-07T05:00:00Z","2010-11-01T16:11:00Z","Fatal","1","0","0","1","0","The student pilot's failure to maintain adequate airspeed during night, adverse weather conditions, which resulted in an aerodynamic stall/spin. Contributing to the accident was the student pilot's decision to attempt a flight that he was not qualified for and his decision to ignore known adverse weather conditions. Also contributing was the student pilot's impairment due to prescription medication and alcohol.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Student/instructed pilot, Personnel issues - Physical - Impairment/incapacitation - Prescription medication - Student/instructed pilot, Personnel issues - Physical - Impairment/incapacitation - Alcohol - Student/instructed pilot, Personnel issues - Experience/knowledge - Experience/qualifications - Qualification/certification - Student/instructed pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on personnel, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - (general) - Effect on personnel, Personnel issues - Psychological - Personality/attitude - Self confidence - Student/instructed pilot, Personnel issues - Experience/knowledge - Experience/qualifications - Total experience in position - Student/instructed pilot",,"33.710833999999998","-85.612503000000004","PIPER","PA-28-140","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","John Gilbert","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75197","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75197/pdf"
"ERA10LA101","ACC","75200","2009-12-24T13:50:00Z","St. Petersburg","Florida","United States",,"N8634V","814-75","false","Aviation","DirectorBrief","2011-06-13T04:00:00Z",,"None","0","0","0","0","0","A loss of engine power for undetermined reasons.","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"27.723610999999998","-82.665557000000007","BELLANCA","7GCBC","AIR",,,"false","1","REC",,"BANT","091","Substantial","VMC","Biplane Rides Inc.","Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75200/pdf"
"CEN10FA079","ACC","75203","2009-12-24T13:31:00Z","Gulf of Mexico","Gulf of America","United States",,"N798P","760685","false","Aviation","DirectorBrief","2011-11-17T05:00:00Z","2011-09-29T17:01:00Z","None","0","0","0","0","0","The pilot's failure to fully land the helicopter prior to entering a turn in strong, crosswind conditions, which resulted in a dynamic rollover.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - High wind - Response/compensation",,"28.96801","-90.645454999999998","SIKORSKY","S-76C++","HELI",,,"false","2","TS","NSCH",,"135","Substantial","VMC","Petroleum Helicopters International, Inc","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75203","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75203/pdf"
"WPR10CA089","ACC","75190","2009-12-23T19:43:00Z","Albion","Idaho","United States",,"N1883V","17263780","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2010-01-07T15:02:00Z","None","0","0","0","0","0","The pilot's failure to maintain clearance from mountainous terrain while maneuvering in gusting winds.","Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Response/compensation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"42.411945000000003","-113.46805500000001","CESSNA","172M","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","Thaddeus Fickel","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75190","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75190/pdf"
"ERA10LA100","ACC","75199","2009-12-23T16:32:00Z","Hunting Island","South Carolina","United States",,"N721FP","263","false","Aviation","DirectorBrief","2011-07-18T04:00:00Z","2011-04-29T13:43:00Z","None","0","0","0","0","0","Maintenance personnel's inadequate inspection of the oil system's fittings during a routine oil servicing, which resulted in oil starvation due to a loose and/or detached oil line B-nut fitting that led to the engine seizing while in flight.","Aircraft - Aircraft power plant - Eng oil sys (airframe furnish) - Eng oil dist (airframe furn) - Incorrect service/maintenance, Aircraft - Fluids/misc hardware - Fluids - Oil - Fluid level, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel, Environmental issues - Physical environment - Terrain - (general) - Contributed to outcome",,"32.089168000000001","-80.959723999999994","FPNA LLC","A-22 Valor","AIR",,,"false","1","REC",,"INST","091","Substantial","VMC","Costal Empire Flight Training Academy LLC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75199","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75199/pdf"
"WPR10CA096","ACC","75222","2009-12-23T14:40:00Z","Auburn","Washington","United States",,"N17119","9819","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2010-01-14T19:38:00Z","None","0","0","0","0","0","The pilot’s failure to maintain directional control during the landing roll.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"47.327499000000003","-122.226387","STINSON","SR-8B","AIR","S50","Auburn Municipal Airport","false","1","REC",,"PERS","091","Substantial","VMC","CULVER DONALD E","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75222","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75222/pdf"
"WPR10LA092","ACC","75209","2009-12-22T18:00:00Z","Moab","Utah","United States",,"N520NE","402C1014","false","Aviation","DirectorBrief","2010-10-21T04:00:00Z","2010-07-22T17:19:00Z","None","0","0","0","0","0","The pilot's decision to depart on a snow covered runway, which resulted in a loss of control and encounter with terrain. Contributing to the accident was the airport manager's failure to adhere to the Airport Certification Manual and close the runway due to unsafe snow accumulation.","Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Decision related to condition, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on equipment, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Airport personnel",,"38.754722000000001","-109.754722","CESSNA","402C","AIR","CNY","Canyonlands Field Airport","false","2","REC","NSCH",,"135","Substantial","IMC","Aero Charter and Transport","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75209","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75209/pdf"
"WPR10LA091","ACC","75195","2009-12-22T13:15:00Z","Camas","Washington","United States",,"N973WP","MA-274","false","Aviation","DirectorBrief","2010-10-21T04:00:00Z","2010-07-22T17:05:00Z","None","0","0","0","0","0","The left magneto's broken p-lead, which led to the engine inadvertently starting while the pilot was turning the propeller by hand.","Aircraft - Aircraft power plant - Ignition system - Magneto/distributor - Damaged/degraded",,"45.627777000000002","-122.404167","BEECH","A23-24","AIR","1W1","Grove Field Airport","false","1","REC",,"PERS","091","Substantial","VMC","WOODRUFF BARRY W","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75195","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75195/pdf"
"ERA10LA098","ACC","75191","2009-12-21T14:04:00Z","Suffolk","Virginia","United States",,"N524SC","07SC020","false","Aviation","DirectorBrief","2011-12-27T05:00:00Z","2011-10-31T18:19:00Z","Serious","0","1","1","2","0","The pilot's inadequate recovery from a stall and inadvertent spin. Contributing to the accident was the improperly marked airspeed indicator and the airplane manufacturer's improper airspeed information. Also contributing was the instructor's inadequate supervision of the pilot.","Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Related operating info, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained",,"36.569999000000003","-76.458335000000005","Czech Aircraft Works","Sportcruiser","AIR","CPK","Chesapeake Regional Airport","false","1","REC",,"INST","091","Substantial","VMC","Tidewater Flight Center","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75191","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75191/pdf"
"WPR10CA088","ACC","75184","2009-12-19T13:30:00Z","West Jordon","Utah","United States",,"N17HY","1454","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2009-12-30T19:44:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control of the airplane during the landing roll in gusting wind conditions.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"40.619444999999999","-111.992774","AVIAT","A1-A","AIR","U42","South Valley Airport","false","1","REC",,"PERS","091","Substantial","VMC","John B. McDonald","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75184","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75184/pdf"
"CEN10CA082","ACC","75187","2009-12-18T14:38:00Z","Abilene","Texas","United States",,"N442RS","11035","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2010-01-06T21:31:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control during the air taxi with shifting winds.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Sudden wind shift - Response/compensation",,"32.411388000000002","-99.681944999999999","ROBINSON HELICOPTER COMPANY","R44 II","HELI","ABI","Abilene Regional","false","1","REC",,"PERS","091","Substantial","VMC","PRICE FAMILY HOLDINGS LLC","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75187","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75187/pdf"
"ANC10CA010","ACC","75186","2009-12-18T14:30:00Z","Selawik","Alaska","United States",,"N136SP","108-931","false","Aviation","DirectorBrief","2010-05-06T04:00:00Z","2010-02-23T21:55:00Z","None","0","0","0","0","0","The pilot's failure to maintain a proper descent rate during landing, resulting in a hard landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Not attained/maintained, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Whiteout - Effect on operation, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"66.333335000000005","-160.33332799999999","STINSON","108-1","AIR",,,"false","1","REC",,"PERS","091","Substantial","VMC","Roger Hunington","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75186","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75186/pdf"
"CEN10CA077","ACC","75188","2009-12-18T13:15:00Z","Ames","Iowa","United States",,"N99930","17276528","false","Aviation","DirectorBrief","2010-03-23T04:00:00Z","2010-01-19T22:17:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control while attempting a takeoff on an ice-covered runway.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation, Environmental issues - Physical environment - Object/animal/substance - Snow/ice - Contributed to outcome",,"41.991942999999999","-93.621948000000003","Cessna","172P","AIR","KAMW","Ames Municpal Airport","false","1","REC",,"PERS","091","Substantial","VMC","Hap's Air, Inc.","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75188","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75188/pdf"
"DCA10CA018","ACC","75196","2009-12-18T12:15:00Z","Dallas","Texas","United States",,"N515AE","10121","false","Aviation","DirectorBrief","2010-12-23T05:00:00Z","2010-05-21T20:28:00Z","Minor","0","0","1","1","0","The fueler's falling asleep in the fueling truck with the truck in neutral and without the parking brake set, which allowed the truck to roll until it impacted the airplane.","Personnel issues - Miscellaneous - (general) - (general) - Other",,"32.896945000000002","-97.038055","BOMBARDIER","CL600 2C10","AIR","DFW","Dallas/Fort Worth Intl Airport","false","2","TF","SCHD",,"121","Substantial","VMC","American Eagle","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75196","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75196/pdf"
"WPR10LA087","ACC","75182","2009-12-17T15:35:00Z","Corona","California","United States",,"N8520U","17252420","false","Aviation","DirectorBrief","2010-10-21T04:00:00Z","2010-07-22T18:30:00Z","Minor","0","0","1","1","0","A loss of engine power for undetermined reasons.","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"33.890555999999997","-117.676391","CESSNA","172F","AIR","AJO","Corona Municipal","false","1","REC",,"PERS","091","Substantial","VMC","Fly Corona","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75182","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75182/pdf"
"WPR10FA085","ACC","75180","2009-12-16T14:29:00Z","Hana, Maui","Hawaii","United States",,"N87EW","2116","false","Aviation","DirectorBrief","2013-01-15T05:00:00Z","2012-11-15T18:40:00Z","Serious","0","2","0","2","0","An uncommanded engine shutdown due to an improperly calibrated fuel control unit (FCU) and power turbine governor (PTG). Also causal was the operator’s inadequate maintenance practices and procedures that failed to properly assess and correct the FCU and PTG irregularities/deficiencies. Contributing to the accident was the Federal Aviation Administration inspector’s selection of an area for the simulated engine failure that offered limited choices for a full-touchdown autorotation.","Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome, Environmental issues - Physical environment - Terrain - Sloped/uneven terrain - Contributed to outcome, Aircraft - Aircraft power plant - Engine fuel and control - Fuel controlling system - Damaged/degraded, Aircraft - Aircraft power plant - Engine fuel and control - Turbine governor - Damaged/degraded, Aircraft - Aircraft handling/service - Maintenance/inspections - (general) - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - (general) - Maintenance personnel, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - FAA or designated personnel",,"20.780277000000002","-156.002227","EUROCOPTER","AS350BA (FX2)","HELI","HHN","Hana","false","1","TS",,"INST","091","Substantial","VMC","SUNSHINE HELICOPTERS INC","Emergency Descent","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75180","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75180/pdf"
"ERA10FAMS1","ACC","75193","2009-12-15T17:16:00Z","Gulf of Mexico",,"United States",,"N723LJ","2402","false","Aviation","DirectorBrief","2011-04-12T04:00:00Z","2010-11-22T20:37:00Z","Fatal","1","0","0","1","0","Undetermined (airplane and pilot missing).","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"27.366111","-85.433609000000004","CIRRUS","SR22","AIR","SPG","Albert Whitted","false","1","REC",,"PERS","091","Destroyed","VMC",,"Unknown","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75193","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75193/pdf"
"WPR10LA083","ACC","75167","2009-12-14T17:15:00Z","San Jose","California","United States",,"N9547D","22-6464","false","Aviation","DirectorBrief","2010-05-28T04:00:00Z","2010-04-02T16:22:00Z","None","0","0","0","0","0","A total loss of engine power due to water contamination in the fuel system as a result of the pilot's inadequate preflight inspection.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition, Environmental issues - Physical environment - Object/animal/substance - Water/moisture - Effect on equipment, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot",,"37.332777999999998","-121.81972500000001","PIPER","PA-22-160","AIR","RHV","Reid-Hillview Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=75167","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/75167/pdf"
